DisplayName,NormalizedName,alpha
GMS Hygiene and Infection Control,gms hygiene and infection control,0.12477794992765054
Panorama Cuba y Salud,panorama cuba y salud,-0.01613954178637232
Heart Views,heart views,-0.02121202922307895
European Journal of Pediatric Surgery Reports,european journal of pediatric surgery reports,0.014770723104056438
Chinese journal of stomatology,chinese journal of stomatology,-0.02260571619588835
Nepal Medical College journal,nepal medical college journal,-0.07962296783120026
Journal of education and human development,journal of education and human development,0.2576121463077985
Korean Journal of the science of Emotion & sensibility,korean journal of the science of emotion & sensibility,-0.09578010065814949
JeDEM: eJournal of eDemocracy and Open Government,jedem ejournal of edemocracy and open government,0.12266666666666672
International Journal of Laboratory Medicine,international journal of laboratory medicine,0.11121568627450976
Pharmaceutical and Biological Evaluations,pharmaceutical and biological evaluations,0.034650205761316874
Journal of Food Measurement and Characterization,journal of food measurement and characterization,0.03280992205723388
Virginia journal of science,virginia journal of science,0.09103942652329751
Scholarly and Research Communication,scholarly and research communication,0.044238097615362855
the CALICO Journal,the calico journal,0.16330382580382577
CIESC Journal,ciesc journal,0.17579501229540814
Journal of Isfahan Medical School,journal of isfahan medical school,-0.08466746848411955
Journal of ophthalmic and vision research,journal of ophthalmic and vision research,0.016641460589958447
Material Sciences,material sciences,-0.07436085626911317
"World Academy of Science, Engineering and Technology, International Journal of Cognitive and Language Sciences",world academy of science engineering and technology international journal of cognitive and language sciences,-0.09035957240038874
International Journal of Biosciences,international journal of biosciences,0.020121597262020372
Environmental Processes,environmental processes,-0.030469074304690754
Ulcer research,ulcer research,-0.07105947137596211
American Journal of Modern Physics,american journal of modern physics,-0.047235142118863024
International Journal of Engineering - Transactions C: Aspects,international journal of engineering transactions c aspects,0.16751845542305507
African Journal of Plant Science,african journal of plant science,0.0005213272598189351
Journal of Destination Marketing and Management,journal of destination marketing and management,0.01744186046511629
TIJ's Research Journal of Social Science & Management - RJSSM,tij s research journal of social science & management rjssm,-0.19999999999999998
Zahedan Journal of Research in Medical Sciences,zahedan journal of research in medical sciences,0.023093827036904414
Foundations of probability and physics,foundations of probability and physics,0.6926147704590818
IACR Cryptology ePrint Archive,iacr cryptology eprint archive,0.49646161618258705
Technology Innovation Management Review,technology innovation management review,0.24650940623162845
Chinese Journal of Endemiology,chinese journal of endemiology,0.01637667784966082
SPOUDAI Journal of Economics and Business,spoudai journal of economics and business,-0.06392694063926939
Control Theory and Technology,control theory and technology,0.10803368966634272
The journal of Korean Acupuncture & Moxibustion Society,the journal of korean acupuncture & moxibustion society,0.005546851508965165
Evaluation and Program Planning,evaluation and program planning,0.05583510910726558
Annual Review of Environment and Resources,annual review of environment and resources,0.2937183707351197
International Journal of Plasticity,international journal of plasticity,0.007123996909355276
Materials at High Temperatures,materials at high temperatures,0.05926405549497152
International Journal of Cardiology,international journal of cardiology,0.022493899614702672
American Journal of Evaluation,american journal of evaluation,-0.0018500643500643495
Canadian Journal of Statistics-revue Canadienne De Statistique,canadian journal of statistics revue canadienne de statistique,0.2283687943262411
Journal of Rural Studies,journal of rural studies,-0.1349493998587903
Revista Espanola De Enfermedades Digestivas,revista espanola de enfermedades digestivas,-0.0076262346304802366
Geoloski Anali Balkanskog Poluostrva,geoloski anali balkanskog poluostrva,-0.2510995370370371
Molecular Neurodegeneration,molecular neurodegeneration,-0.004519274474279159
Journal of Geographical Sciences,journal of geographical sciences,-0.007693705034130561
Neuromuscular Disorders,neuromuscular disorders,0.029267197652479166
Lighting Research & Technology,lighting research & technology,0.24504020744100108
Telecommunications and Radio Engineering,telecommunications and radio engineering,0.2806816090684921
Informatica Didactica,informatica didactica,-0.17496783353298725
Childhood,childhood,0.07731958762886601
Acta Mathematica Sinica,acta mathematica sinica,0.46531262445240934
Potential Analysis,potential analysis,0.89937106918239
Neurological Sciences,neurological sciences,0.027339032984948948
TDR,tdr,0.06544117647058822
Urban Education,urban education,-0.05717615717615717
Common Knowledge,common knowledge,0.045659016873467295
Materials Science Forum,materials science forum,0.009907495654273516
Rhinology,rhinology,0.07865090532773457
Skeletal Muscle,skeletal muscle,0.02018666596034286
Financial Services Review,financial services review,0.3129251700680273
Journal of AOAC International,journal of aoac international,0.041604375398866654
IEEE Computational Intelligence Magazine,ieee computational intelligence magazine,0.19254152111294967
Probability Theory and Related Fields,probability theory and related fields,0.8623080733036156
IEEE Transactions on Autonomous Mental Development,ieee transactions on autonomous mental development,0.010580071063942022
Journal of Speech Language and Hearing Research,journal of speech language and hearing research,0.05115642882253714
Developmental Psychobiology,developmental psychobiology,-0.04085851842861189
Bangladesh Journal of Botany,bangladesh journal of botany,-0.020148360851878436
Journal of Environmental Law,journal of environmental law,0.5247194419168941
Research in Higher Education,research in higher education,0.04336734693877549
Journal of Clinical and Experimental Dentistry,journal of clinical and experimental dentistry,-0.04203411347104644
International Journal of Older People Nursing,international journal of older people nursing,-0.10379911527452512
Journal of Maxillofacial and Oral Surgery,journal of maxillofacial and oral surgery,-0.007813127808014029
Northeastern Naturalist,northeastern naturalist,0.20889345353569935
Cross Cultural Management: An International Journal,cross cultural management an international journal,0.11311612364243946
Psychoanalytic Inquiry,psychoanalytic inquiry,0.028735632183908066
Leadership Quarterly,leadership quarterly,0.07742550242550243
Journal of Applied Genetics,journal of applied genetics,0.030694178822659592
"Environment, Development and Sustainability",environment development and sustainability,-0.01516909727667136
Journal of Forestry Research,journal of forestry research,-0.07433825944170772
